# Input	DiseaseName	DiseaseID	GeneSymbol	GeneID	DiseaseCategories	DiseaseCategories	DirectEvidence	OmimIDs	PubMedIDs
d008659	17-Hydroxysteroid Dehydrogenase Deficiency	MESH:C537805	HSD17B3	3293	Congenital abnormality|Endocrine system disease|Genetic disease (inborn)|Metabolic disease|Skin disease|Urogenital disease (female)|Urogenital disease (male)	Congenital abnormality|Endocrine system disease|Genetic disease (inborn)|Metabolic disease|Skin disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	264300	25526675
d008659	Amyotrophic Lateral Sclerosis	MESH:D000690	PLA2G4A	5321	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		15816863
d008659	Amyotrophic Lateral Sclerosis	MESH:D000690	PON1	5444	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		28070599
d008659	Amyotrophic Lateral Sclerosis	MESH:D000690	PTGS2	5743	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11220737|15816863
d008659	Amyotrophic Lateral Sclerosis	MESH:D000690	SCFD1	23256	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		27455348
d008659	Amyotrophic Lateral Sclerosis	MESH:D000690	SIGMAR1	10280	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		24885036
d008659	Amyotrophic Lateral Sclerosis	MESH:D000690	SLC1A2	6506	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11723166
d008659	Amyotrophic Lateral Sclerosis	MESH:D000690	SLC6A1	6529	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		20132478
d008659	Amyotrophic Lateral Sclerosis	MESH:D000690	SOD1	6647	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		10025816|10930589|11220737|11590119|11723166|12586733|12626432|16495328|17097207|17319283|17496168|18233996|19635794|19929749|20132483|20177826|20348957|20515040|21867702|23583883|24885036|25164820|30503815|7887412|9065559
d008659	Amyotrophic Lateral Sclerosis	MESH:D000690	SOD2	6648	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		8866423
d008659	Amyotrophic Lateral Sclerosis	MESH:D000690	SQSTM1	8878	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		19765191
d008659	Amyotrophic Lateral Sclerosis	MESH:D000690	TARDBP	23435	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		18372902|21167262|22879928|23104007|24019256|24252504
d008659	Amyotrophic Lateral Sclerosis	MESH:D000690	TNFRSF21	27242	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		24113175
d008659	Amyotrophic Lateral Sclerosis	MESH:D000690	TP53	7157	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		17434459
d008659	Amyotrophic Lateral Sclerosis	MESH:D000690	UNC13A	23025	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		19734901
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	BCL2L1	598	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	BSG	682	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	CALB2	794	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	CASP1	834	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	CD68	968	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	CD7	924	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	CLU	1191	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	CNTF	1270	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11951178
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	CREBBP	1387	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	CST3	1471	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	CTSD	1509	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	DBX1	120237	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	DCTN1	1639	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	105400	
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	FGF6	2251	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	FMO1	2326	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		17127561
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	FOS	2353	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	GABRA1	2554	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	GBX2	2637	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	GDI1	2664	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	GFAP	2670	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	GRIA3	2892	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		15264227
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	GSX2	170825	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	HSF1	3297	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	therapeutic		24256636
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	INA	9118	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	JAK3	3718	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	JUND	3727	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	KIF3C	3797	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	LAT	27040	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	LDLR	3949	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	MT1	17748	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	therapeutic		24163136
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	NEFH	4744	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	105400	
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	OTOG	340990	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	PDGFA	5154	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	PENK	5179	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	PON1	5444	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		17204329
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	PRPH	5630	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	105400	
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	RXRA	6256	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	SELPLG	6404	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	SERPINA3M	20717	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	SERPINA3N	20716	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	SHC1	6464	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	SIX2	10736	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	SNAI1	6615	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	SOD1	6647	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	105400	10764647|11181815|11346368|11675877|11796754|11951178|12127151|15096637|15264227|15522870|16105836|19227972|20485746|21140194|23612299|24163136|24256636|26694608|8967745
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	TIAM1	7074	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	TLE3	7090	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	TMSB4X	7114	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	TNF	7124	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	VIM	7431	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	WNT7A	7476	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic lateral sclerosis 1	MESH:C531617	XIAP	331	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		11796754
d008659	Amyotrophic Lateral Sclerosis 10	MESH:C567429	TARDBP	23435	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	612069	
d008659	Amyotrophic Lateral Sclerosis 11	MESH:C567244	FIG4	9896	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	612577	
d008659	AMYOTROPHIC LATERAL SCLEROSIS 12	OMIM:613435	OPTN	10133	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	613435	
d008659	AMYOTROPHIC LATERAL SCLEROSIS 14 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA	OMIM:613954	VCP	7415	Mental disorder|Metabolic disease|Nervous system disease	Mental disorder|Metabolic disease|Nervous system disease	marker/mechanism	613954	
d008659	AMYOTROPHIC LATERAL SCLEROSIS 15 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA	OMIM:300857	UBQLN2	29978	Mental disorder|Metabolic disease|Nervous system disease	Mental disorder|Metabolic disease|Nervous system disease	marker/mechanism	300857	
d008659	AMYOTROPHIC LATERAL SCLEROSIS 16, JUVENILE	OMIM:614373	SIGMAR1	10280	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	614373	
d008659	AMYOTROPHIC LATERAL SCLEROSIS 17	OMIM:614696	CHMP2B	25978	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	614696	
d008659	AMYOTROPHIC LATERAL SCLEROSIS 18	OMIM:614808	PFN1	5216	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	614808	
d008659	AMYOTROPHIC LATERAL SCLEROSIS 19	OMIM:615515	ERBB4	2066	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	615515	
d008659	AMYOTROPHIC LATERAL SCLEROSIS 20	OMIM:615426	HNRNPA1	3178	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	615426	
d008659	AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA	OMIM:616208	TUBA4A	7277	Mental disorder|Metabolic disease|Nervous system disease	Mental disorder|Metabolic disease|Nervous system disease	marker/mechanism	616208	
d008659	Amyotrophic Lateral Sclerosis 2, Juvenile	MESH:C565957	ALS2	57679	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	205100	
d008659	Amyotrophic Lateral Sclerosis 4, Juvenile	MESH:C566550	SETX	23064	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	602433	
d008659	Amyotrophic Lateral Sclerosis 5	MESH:C566576	SPG11	80208	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	602099	
d008659	Amyotrophic Lateral Sclerosis 6, Autosomal Recessive	MESH:C567699	FUS	2521	Mental disorder|Metabolic disease|Nervous system disease	Mental disorder|Metabolic disease|Nervous system disease	marker/mechanism	608030	
d008659	Amyotrophic Lateral Sclerosis 8	MESH:C563895	VAPB	9217	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	608627	
d008659	Amyotrophic Lateral Sclerosis 9	MESH:C567499	ANG	283	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	611895	
d008659	AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1	OMIM:105500	TRPM7	54822	Mental disorder|Metabolic disease|Nervous system disease	Mental disorder|Metabolic disease|Nervous system disease	marker/mechanism	105500	
d008659	Anemia, Iron-Deficiency	MESH:D018798	SLC11A2	4891	Blood disease|Metabolic disease	Blood disease|Metabolic disease	marker/mechanism		17116712
d008659	Anemia, Iron-Deficiency	MESH:D018798	SOD1	6647	Blood disease|Metabolic disease	Blood disease|Metabolic disease	marker/mechanism		17057260
d008659	Anemia, Iron-Deficiency	MESH:D018798	TFRC	7037	Blood disease|Metabolic disease	Blood disease|Metabolic disease	marker/mechanism		16733738|17162259|17163184
d008659	Anemia, Iron-Deficiency	MESH:D018798	TMPRSS6	164656	Blood disease|Metabolic disease	Blood disease|Metabolic disease	marker/mechanism		18408718|22169218
d008659	ANEMIA, NONSPHEROCYTIC HEMOLYTIC, DUE TO G6PD DEFICIENCY	OMIM:300908	CASK	8573	Blood disease|Genetic disease (inborn)|Metabolic disease	Blood disease|Genetic disease (inborn)|Metabolic disease	marker/mechanism	300908	
d008659	ANEMIA, NONSPHEROCYTIC HEMOLYTIC, DUE TO G6PD DEFICIENCY	OMIM:300908	G6PD	2539	Blood disease|Genetic disease (inborn)|Metabolic disease	Blood disease|Genetic disease (inborn)|Metabolic disease	marker/mechanism	300908	
d008659	Antley-Bixler Syndrome Phenotype	MESH:D054882	FGFR2	2263	Congenital abnormality|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease	Congenital abnormality|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease	marker/mechanism		9605588
d008659	Antley-Bixler Syndrome Phenotype	MESH:D054882	POR	5447	Congenital abnormality|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease	Congenital abnormality|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease	marker/mechanism	613571	14758361|15220035|16906539|27496950
d008659	ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS	OMIM:201750	POR	5447	Congenital abnormality|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Urogenital disease (female)|Urogenital disease (male)	Congenital abnormality|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	201750	
